heart_rate_bpm,hrv_sdnn_ms,pulse_amplitude,label
111.62790697674419,167.6520510446524,0.3404461586118725,normal_sinus
122.10288298473715,138.8747214996485,0.3379330239795863,normal_sinus
120.17569546120059,151.91233371760467,0.33354856343067446,normal_sinus
116.95639783414077,162.93346403781428,0.35472015172762134,normal_sinus
111.14922813036021,175.57958110330347,0.3585871834581265,normal_sinus
106.86845168800932,177.9229451039513,0.3488282990558854,normal_sinus
117.82945736434108,158.04208524285588,0.34418150246026075,normal_sinus
122.10288298473715,150.87680977670183,0.3506707065673499,normal_sinus
128.7173666288309,132.5528829933303,0.35616320814106184,normal_sinus
121.6721019863623,152.5939042925232,0.35072241912626256,normal_sinus
110.8007979481334,175.1505139086989,0.35024274897544494,normal_sinus
109.0909090909091,171.37385631495223,0.32472703778151585,normal_sinus
112.07840876333238,177.29439867850866,0.34860856164406406,normal_sinus
117.32418524871355,164.90022663424028,0.35750044003037756,normal_sinus
126.68621700879764,132.8390723236295,0.34458406269796066,normal_sinus
126.8349970640047,134.175868099472,0.35147329200422034,normal_sinus
116.16190206623266,164.78339910137873,0.35008305627176567,normal_sinus
108.54271356783919,175.40126443822888,0.3592701828999836,normal_sinus
113.0890052356021,170.44332174047165,0.36024666162853775,normal_sinus
116.95639783414077,163.91503565731182,0.356390466773592,normal_sinus
122.31030577576445,151.41156812794378,0.3522939502740451,normal_sinus
122.17922000595416,148.2669511848546,0.33781277957355293,normal_sinus
117.93103448275866,157.41439281055943,0.3445187827375318,normal_sinus
103.14606741573033,174.3101842302113,0.3478862679556334,normal_sinus
100.08688097306691,186.07280583724497,0.3446277427941562,normal_sinus
106.24999999999999,180.3046640622734,0.3488069944467857,normal_sinus
111.72413793103448,173.9090036880955,0.3442221719657807,normal_sinus
103.3492822966507,179.325877986457,0.3361019314517804,normal_sinus
100.6993006993007,189.44210246190048,0.3394367537658507,normal_sinus
97.05139005897219,185.05079578233628,0.34043042467325074,normal_sinus
92.62435677530017,165.6673746165662,0.34011809818043576,normal_sinus
106.55832849680789,181.65143723486963,0.34781825270330513,normal_sinus
117.59312320916904,165.89013209224936,0.345916337551259,normal_sinus
116.45856980703746,167.2319080296375,0.33713802920024416,normal_sinus
114.92579109493141,163.14374584944292,0.33906286371090466,normal_sinus
116.1290322580645,164.31577865107843,0.3412372000041418,normal_sinus
119.78984238178634,148.94597358469082,0.35377634264784286,normal_sinus
130.7204610951009,106.70119302433574,0.35065411358850934,normal_sinus
127.451531329025,128.53644983287853,0.32901779751291105,normal_sinus
127.451531329025,129.9437399392395,0.33247235333637093,normal_sinus
106.62020905923343,165.29956418041934,0.3382049564416944,normal_sinus
106.2807525325615,171.6111058525314,0.35774681543043435,normal_sinus
112.11072664359861,174.99999999999997,0.3574042708747423,normal_sinus
115.47371547371549,167.9897897596649,0.33565474480235397,normal_sinus
127.451531329025,132.08080964329417,0.3484066872524439,normal_sinus
127.70270270270271,130.34370325250168,0.3493626413591887,normal_sinus
127.17103326464527,129.34508287122074,0.3297330384821434,normal_sinus
124.38813705729916,140.21113653573303,0.34433258684396156,normal_sinus
110.76923076923077,179.0032990476959,0.3606101308529274,normal_sinus
122.4142816661944,148.20290510056446,0.34891921661356257,normal_sinus
126.2419637638808,133.87303963360486,0.3381723499399218,normal_sinus
126.42669007901668,135.00192899856407,0.3593646399472887,normal_sinus
121.24076809453472,147.70626363387112,0.35133643104263723,normal_sinus
111.11746213203772,174.38688130063196,0.3247392414392747,normal_sinus
113.25371395281095,164.78829779285928,0.33768989114996695,normal_sinus
113.25371395281095,167.16439454664297,0.35429453768965785,normal_sinus
115.71428571428572,167.47489216647622,0.3438234491227535,normal_sinus
115.89946342841006,164.7161954813877,0.3387046829056578,normal_sinus
108.66405813303524,174.90825430543052,0.3605403855308937,normal_sinus
106.219265258895,182.46462131706713,0.37752355530098886,normal_sinus
105.54757114113251,181.62938889301515,0.35936414507492553,normal_sinus
109.12332838038633,178.10037771632398,0.34210704406481524,normal_sinus
104.7945205479452,184.77567498513935,0.35420547983401446,normal_sinus
85.49618320610686,149.46482698251478,0.3574077755515279,normal_sinus
80.89887640449439,100.27857683702754,0.33764692274138736,normal_sinus
106.3731170336037,179.42069337402629,0.32434001333715085,normal_sinus
118.0667433831991,150.28528665453703,0.3252025445661272,normal_sinus
123.67592327512168,132.73382291983302,0.3198969343571631,normal_sinus
112.2077922077922,170.2602552762945,0.3272239192561163,normal_sinus
104.0226628895184,181.30423255572487,0.3249472127596218,normal_sinus
99.71148297749568,169.87046569589646,0.3905166528751873,normal_sinus
88.08622196329742,107.00847686956894,0.4206351611140373,normal_sinus
86.8466398621482,78.73859881795309,0.3904040403112627,normal_sinus
85.15911010982822,86.17897442915455,0.3799166281185751,normal_sinus
85.49618320610689,121.25158930419488,0.353816388864791,normal_sinus
87.62677484787018,145.26153965519654,0.33247548206272215,normal_sinus
95.21010872759331,181.25609587213702,0.3307471328599263,normal_sinus
94.79227618490344,163.22642843919326,0.33779446189606827,normal_sinus
85.44786662899124,82.41677547879739,0.36632047086744035,normal_sinus
84.30443267354335,87.48380154565656,0.3639707367557262,normal_sinus
85.42372881355932,123.03059307731313,0.35034149407276294,normal_sinus
87.67758770658163,146.47762868167825,0.36413666491171237,normal_sinus
81.65164291945334,94.78079488774573,0.36815080083136825,normal_sinus
86.32600628033114,127.0128005821295,0.35469739710181475,normal_sinus
92.75694245634125,165.0971364738931,0.3486763732515997,normal_sinus
91.96707351688902,155.89205227204886,0.3502946552348624,normal_sinus
92.09778283115406,147.11514857761958,0.37975437113967675,normal_sinus
85.18309859154928,50.15094373961772,0.41494462667912274,normal_sinus
86.67239896818572,33.13729674970567,0.40036283077407686,normal_sinus
86.0557768924303,86.33483482177806,0.3873051079392092,normal_sinus
81.08576378862257,24.15569702745739,0.3893141902954888,normal_sinus
80.87557603686635,25.701495647444258,0.3788888429048522,normal_sinus
99.7690531177829,170.6808262355337,0.3445873654092549,normal_sinus
113.0561209653969,159.04235935689093,0.33246907941255543,normal_sinus
107.14911000875402,167.76884694538063,0.34595587377181825,normal_sinus
98.12606473594549,179.9157333403476,0.35339789657335136,normal_sinus
87.62677484787018,146.2861450834844,0.34021835706809106,normal_sinus
84.52739313666466,127.21268292071828,0.3743031925198549,normal_sinus
80.2515004286939,17.393214893135656,0.396160220424658,normal_sinus
81.53310104529618,31.997105209119464,0.3658732020374488,normal_sinus
87.88142981691368,144.31915571913174,0.37504981627959505,normal_sinus
103.43661971830986,182.592172121384,0.38503193806921177,normal_sinus
116.16190206623268,168.7406861776701,0.3648443070613296,normal_sinus
111.4998566102667,168.9905009149384,0.35548570685440756,normal_sinus
118.37323334294781,154.00587848647962,0.35027545852391057,normal_sinus
122.31030577576445,151.60255055022438,0.34432831716255924,normal_sinus
106.12716763005777,183.68484238188927,0.343699936859497,normal_sinus
105.2450558899398,176.78062211369843,0.36687508570466115,normal_sinus
97.82054910840645,181.4859010557614,0.3868541494610687,normal_sinus
86.52360515021459,152.54530344102648,0.37495859211714183,normal_sinus
80.87557603686635,93.55705240228609,0.4026231653343966,normal_sinus
80.32036613272312,52.709825108238114,0.3929597978271229,normal_sinus
86.47412067486417,146.38568327048205,0.3768632572848646,normal_sinus
92.01931269525704,167.13350257131523,0.37339151129863213,normal_sinus
86.87158862395863,139.10937713994716,0.3519686152249872,normal_sinus
95.18213866039952,180.15901374395943,0.34740156069741535,normal_sinus
97.32469726837509,185.28909664222218,0.3393780594182632,normal_sinus
85.52036199095024,144.4929492953533,0.33953462585247146,normal_sinus
80.36634230108757,100.86375448281095,0.3421965500832656,normal_sinus
93.75,170.70056569200943,0.33812651668950816,normal_sinus
95.60342283859545,179.45810825935794,0.36745253657554533,normal_sinus
102.79955207166853,184.85426346912718,0.3684265507985728,normal_sinus
104.4071651976116,177.8770207901589,0.34251327950285737,normal_sinus
101.97698436116849,182.56948076475697,0.3567033988959884,normal_sinus
90.7563025210084,157.87946644806578,0.36586722508157093,normal_sinus
80.80575539568343,93.30245098170526,0.381291713929258,normal_sinus
86.27674750356633,148.88476933584056,0.3627402649377358,normal_sinus
91.26760563380283,165.17438928348267,0.3374807791051693,normal_sinus
89.20353982300884,163.8884084700288,0.34004292774344436,normal_sinus
93.42560553633218,167.65509372719606,0.32998516744396966,normal_sinus
